,order_id,product_id,order_item_cnt
7444,R19791,P18,3
7445,R19792,P19,1
7446,R19793,P9,5
7447,R19794,P10,5
7448,R19795,P11,1
7449,R19796,P12,3
7450,R19797,P13,1
7451,R19798,P14,5
7452,R19799,P15,1
7453,R19800,P16,3
7454,R19801,P17,1
7455,R19802,P18,5
7456,R19803,P19,5
7457,R19804,P9,1
7458,R19805,P10,2
7459,R19806,P11,5
7460,R19807,P12,1
7461,R19808,P13,2
7462,R19809,P14,2
7463,R19810,P15,1
7464,R19811,P16,5
7465,R19812,P17,1
7466,R19813,P18,3
7467,R19814,P19,1
7468,R19815,P9,3
7469,R19816,P10,3
7470,R19817,P11,1
7471,R19818,P12,1
7472,R19819,P13,5
7473,R19820,P14,1
7474,R19821,P15,1
7475,R19822,P16,3
7476,R19823,P17,3
7477,R19824,P18,1
7478,R19825,P19,1
7479,R19826,P9,3
7480,R19827,P10,2
7481,R19828,P11,1
7482,R19829,P12,1
7483,R19830,P13,5
7484,R19831,P14,3
7485,R19832,P15,5
7486,R19833,P16,2
7487,R19834,P17,5
7488,R19835,P18,2
7489,R19836,P19,1
7490,R19837,P9,2
7491,R19838,P10,2
7492,R19839,P11,2
7493,R19840,P12,5
7494,R19841,P13,2
7495,R19842,P14,1
7496,R19843,P15,3
7497,R19844,P16,1
7498,R19845,P17,1
7499,R19846,P18,3
7500,R19847,P19,1
7501,R19848,P9,3
7502,R19849,P10,2
7503,R19850,P11,5
7504,R19851,P12,1
7505,R19852,P13,1
7506,R19853,P14,1
7507,R19854,P15,3
7508,R19855,P16,5
7509,R19856,P17,1
7510,R19857,P18,1
7511,R19858,P19,3
7512,R19859,P9,3
7513,R19860,P10,1
7514,R19861,P11,1
7515,R19862,P12,3
7516,R19863,P13,3
7517,R19864,P14,3
7518,R19865,P15,3
7519,R19866,P16,3
7520,R19867,P17,1
7521,R19868,P18,1
7522,R19869,P19,1
7523,R19870,P9,1
7524,R19871,P10,3
7525,R19872,P11,2
7526,R19873,P12,1
7527,R19874,P13,1
7528,R19875,P14,5
7529,R19876,P15,2
7530,R19877,P16,5
7531,R19878,P17,5
7532,R19879,P18,1
7533,R19880,P19,3
7534,R19881,P9,3
7535,R19882,P10,5
7536,R19883,P11,5
7537,R19884,P12,1
7538,R19885,P13,1
7539,R19886,P14,1
7540,R19887,P15,2
7541,R19888,P16,3
7542,R19889,P17,1
7543,R19890,P18,3
7544,R19891,P19,1
7545,R19892,P9,1
7546,R19893,P10,5
7547,R19894,P11,1
7548,R19895,P12,3
7549,R19896,P13,1
7550,R19897,P14,3
7551,R19898,P15,1
7552,R19899,P16,1
7553,R19900,P17,3
7554,R19901,P18,5
7555,R19902,P19,1
7556,R19903,P9,1
7557,R19904,P10,2
7558,R19905,P11,1
7559,R19906,P12,2
7560,R19907,P13,1
7561,R19908,P14,3
7562,R19909,P15,1
7563,R19910,P16,3
7564,R19911,P17,1
7565,R19912,P18,2
7566,R19913,P19,3
7567,R19914,P9,5
7568,R19915,P10,2
7569,R19916,P11,3
7570,R19917,P12,2
7571,R19918,P13,1
7572,R19919,P14,1
7573,R19920,P15,5
7574,R19921,P16,2
7575,R19922,P17,3
7576,R19923,P18,1
7577,R19924,P19,3
7578,R19925,P9,1
7579,R19926,P10,2
7580,R19927,P11,1
7581,R19928,P12,2
7582,R19929,P13,3
7583,R19930,P14,1
7584,R19931,P15,2
7585,R19932,P16,1
7586,R19933,P17,2
7587,R19934,P18,2
7588,R19935,P19,1
7589,R19936,P9,1
7590,R19937,P10,2
7591,R19938,P11,1
7592,R19939,P12,1
7593,R19940,P13,2
7594,R19941,P14,2
7595,R19942,P15,5
7596,R19943,P16,5
7597,R19944,P17,3
7598,R19945,P18,5
7599,R19946,P19,3
7600,R19947,P9,2
7601,R19948,P10,1
7602,R19949,P11,3
7603,R19950,P12,1
7604,R19951,P13,2
7605,R19952,P14,2
7606,R19953,P15,3
7607,R19954,P16,5
7608,R19955,P17,3
7609,R19956,P18,5
7610,R19957,P19,3
7611,R19958,P9,2
7612,R19959,P10,3
7613,R19960,P11,1
7614,R19961,P12,5
7615,R19962,P13,1
7616,R19963,P14,1
7617,R19964,P15,1
7618,R19965,P16,1
7619,R19966,P17,1
7620,R19967,P18,3
7621,R19968,P19,5
7622,R19969,P9,2
7623,R19970,P10,5
7624,R19971,P11,5
7625,R19972,P12,5
7626,R19973,P13,2
7627,R19974,P14,5
7628,R19975,P15,1
7629,R19976,P16,2
7630,R19977,P17,1
7631,R19978,P18,5
7632,R19979,P19,1
7633,R19980,P9,2
7634,R19981,P10,5
7635,R19982,P11,5
7636,R19983,P12,5
7637,R19984,P13,1
7638,R19985,P14,2
7639,R19986,P15,3
7640,R19987,P16,1
7641,R19988,P17,2
7642,R19989,P18,1
7643,R19990,P19,1
7644,R19991,P9,3
7645,R19992,P10,3
7646,R19993,P11,1
7647,R19994,P12,5
7648,R19995,P13,3
7649,R19996,P14,2
7650,R19997,P15,1
7651,R19998,P16,1
7652,R19999,P17,2
7653,R20000,P18,1
7654,R20001,P19,3
7655,R20002,P9,1
7656,R20003,P10,5
7657,R20004,P11,3
7658,R20005,P12,1
7659,R20006,P13,2
7660,R20007,P14,1
7661,R20008,P15,3
7662,R20009,P16,1
7663,R20010,P17,3
7664,R20011,P18,1
7665,R20012,P19,2
7666,R20013,P9,3
7667,R20014,P10,3
7668,R20015,P11,5
7669,R20016,P12,3
7670,R20017,P13,5
7671,R20018,P14,1
7672,R20019,P15,1
7673,R20020,P16,3
7674,R20021,P17,3
7675,R20022,P18,2
7676,R20023,P19,2
7677,R20024,P9,5
7678,R20025,P10,1
7679,R20026,P11,5
7680,R20027,P12,2
7681,R20028,P13,2
7682,R20029,P14,1
7683,R20030,P15,3
7684,R20031,P16,5
7685,R20032,P17,5
7686,R20033,P18,5
7687,R20034,P19,2
7688,R20035,P9,1
7689,R20036,P10,5
7690,R20037,P11,1
7691,R20038,P12,2
7692,R20039,P13,1
7693,R20040,P14,2
7694,R20041,P15,5
7695,R20042,P16,3
7696,R20043,P17,1
7697,R20044,P18,5
7698,R20045,P19,3
7699,R20046,P9,5
7700,R20047,P10,1
7701,R20048,P11,5
7702,R20049,P12,1
7703,R20050,P13,1
7704,R20051,P14,3
7705,R20052,P15,1
7706,R20053,P16,3
7707,R20054,P17,1
7708,R20055,P18,3
7709,R20056,P19,1
7710,R20057,P9,1
7711,R20058,P10,1
7712,R20059,P11,1
7713,R20060,P12,5
7714,R20061,P13,1
7715,R20062,P14,3
7716,R20063,P15,1
7717,R20064,P16,2
7718,R20065,P17,5
7719,R20066,P18,1
7720,R20067,P19,3
7721,R20068,P9,1
7722,R20069,P10,2
7723,R20070,P11,1
7724,R20071,P12,1
7725,R20072,P13,1
7726,R20073,P14,2
7727,R20074,P15,2
7728,R20075,P16,1
7729,R20076,P17,5
7730,R20077,P18,1
7731,R20078,P19,1
7732,R20079,P9,1
7733,R20080,P10,2
7734,R20081,P11,5
7735,R20082,P12,1
7736,R20083,P13,3
7737,R20084,P14,1
7738,R20085,P15,5
7739,R20086,P16,3
7740,R20087,P17,2
7741,R20088,P18,3
7742,R20089,P19,1
7743,R20090,P9,2
7744,R20091,P10,5
7745,R20092,P11,1
7746,R20093,P12,5
7747,R20094,P13,2
7748,R20095,P14,3
7749,R20096,P15,1
7750,R20097,P16,1
7751,R20098,P17,2
7752,R20099,P18,1
7753,R20100,P19,3
7754,R20101,P9,2
7755,R20102,P10,1
7756,R20103,P11,3
7757,R20104,P12,2
7758,R20105,P13,2
7759,R20106,P14,1
7760,R20107,P15,5
7761,R20108,P16,3
7762,R20109,P17,1
7763,R20110,P18,1
7764,R20111,P19,3
7765,R20112,P9,3
7766,R20113,P10,2
7767,R20114,P11,5
7768,R20115,P12,2
7769,R20116,P13,5
7770,R20117,P14,3
7771,R20118,P15,2
7772,R20119,P16,2
7773,R20120,P17,1
7774,R20121,P18,1
7775,R20122,P19,3
7776,R20123,P9,1
7777,R20124,P10,2
7778,R20125,P11,2
7779,R20126,P12,1
7780,R20127,P13,1
7781,R20128,P14,3
7782,R20129,P15,3
7783,R20130,P16,2
7784,R20131,P17,1
7785,R20132,P18,5
7786,R20133,P19,5
7787,R20134,P9,1
7788,R20135,P10,1
7789,R20136,P11,1
7790,R20137,P12,2
7791,R20138,P13,1
7792,R20139,P14,3
7793,R20140,P15,3
7794,R20141,P16,1
7795,R20142,P17,2
7796,R20143,P18,1
7797,R20144,P19,1
7798,R20145,P9,2
7799,R20146,P10,5
7800,R20147,P11,1
7801,R20148,P12,3
7802,R20149,P13,1
7803,R20150,P14,5
7804,R20151,P15,2
7805,R20152,P16,1
7806,R20153,P17,3
7807,R20154,P18,1
7808,R20155,P19,2
7809,R20156,P9,3
7810,R20157,P10,3
7811,R20158,P11,1
7812,R20159,P12,2
7813,R20160,P13,2
7814,R20161,P14,1
7815,R20162,P15,2
7816,R20163,P16,1
7817,R20164,P17,1
7818,R20165,P18,3
7819,R20166,P19,3
7820,R20167,P9,5
7821,R20168,P10,1
7822,R20169,P11,1
7823,R20170,P12,1
7824,R20171,P13,5
7825,R20172,P14,1
7826,R20173,P15,1
7827,R20174,P16,2
7828,R20175,P17,2
7829,R20176,P18,5
7830,R20177,P19,3
7831,R20178,P9,5
7832,R20179,P10,5
7833,R20180,P11,3
7834,R20181,P12,3
7835,R20182,P13,3
7836,R20183,P14,5
7837,R20184,P15,3
7838,R20185,P16,5
7839,R20186,P17,2
7840,R20187,P18,2
7841,R20188,P19,3
7842,R20189,P9,1
7843,R20190,P10,1
7844,R20191,P11,2
7845,R20192,P12,2
7846,R20193,P13,2
7847,R20194,P14,1
7848,R20195,P15,3
7849,R20196,P16,2
7850,R20197,P17,5
7851,R20198,P18,2
7852,R20199,P19,5
7853,R20200,P9,1
7854,R20201,P10,3
7855,R20202,P11,1
7856,R20203,P12,5
7857,R20204,P13,1
7858,R20205,P14,1
7859,R20206,P15,1
7860,R20207,P16,1
7861,R20208,P17,3
7862,R20209,P18,5
7863,R20210,P19,2
7864,R20211,P9,3
7865,R20212,P10,3
7866,R20213,P11,2
7867,R20214,P12,1
7868,R20215,P13,5
7869,R20216,P14,3
7870,R20217,P15,3
7871,R20218,P16,1
7872,R20219,P17,1
7873,R20220,P18,1
7874,R20221,P19,1
7875,R20222,P9,5
7876,R20223,P10,1
7877,R20224,P11,2
7878,R20225,P12,2
7879,R20226,P13,1
7880,R20227,P14,1
7881,R20228,P15,1
7882,R20229,P16,2
7883,R20230,P17,2
7884,R20231,P18,1
7885,R20232,P19,2
7886,R20233,P9,1
7887,R20234,P10,3
7888,R20235,P11,3
7889,R20236,P12,3
7890,R20237,P13,3
7891,R20238,P14,2
7892,R20239,P15,1
7893,R20240,P16,5
7894,R20241,P17,1
7895,R20242,P18,5
7896,R20243,P19,2
7897,R20244,P9,5
7898,R20245,P10,3
7899,R20246,P11,1
7900,R20247,P12,5
7901,R20248,P13,5
7902,R20249,P14,5
7903,R20250,P15,5
7904,R20251,P16,3
7905,R20252,P17,5
7906,R20253,P18,3
7907,R20254,P19,5
7908,R20255,P9,5
7909,R20256,P10,1
7910,R20257,P11,3
7911,R20258,P12,5
7912,R20259,P13,3
7913,R20260,P14,5
7914,R20261,P15,1
7915,R20262,P16,1
7916,R20263,P17,1
7917,R20264,P18,5
7918,R20265,P19,3
7919,R20266,P9,1
7920,R20267,P10,5
7921,R20268,P11,1
7922,R20269,P12,1
7923,R20270,P13,3
7924,R20271,P14,3
7925,R20272,P15,3
7926,R20273,P16,1
7927,R20274,P17,2
7928,R20275,P18,1
7929,R20276,P19,1
7930,R20277,P9,5
7931,R20278,P10,1
7932,R20279,P11,2
7933,R20280,P12,5
7934,R20281,P13,1
7935,R20282,P14,3
7936,R20283,P15,1
7937,R20284,P16,1
7938,R20285,P17,1
7939,R20286,P18,2
7940,R20287,P19,1
7941,R20288,P9,1
7942,R20289,P10,1
7943,R20290,P11,5
7944,R20291,P12,1
7945,R20292,P13,1
7946,R20293,P14,5
7947,R20294,P15,1
7948,R20295,P16,1
7949,R20296,P17,2
7950,R20297,P18,5
7951,R20298,P19,3
7952,R20299,P9,3
7953,R20300,P10,3
7954,R20301,P11,3
7955,R20302,P12,3
7956,R20303,P13,2
7957,R20304,P14,1
7958,R20305,P15,1
7959,R20306,P16,1
7960,R20307,P17,5
7961,R20308,P18,1
7962,R20309,P19,2
7963,R20310,P9,3
7964,R20311,P10,1
7965,R20312,P11,2
7966,R20313,P12,1
7967,R20314,P13,2
7968,R20315,P14,3
7969,R20316,P15,3
7970,R20317,P16,3
7971,R20318,P17,3
7972,R20319,P18,1
7973,R20320,P19,1
7974,R20321,P9,1
7975,R20322,P10,1
7976,R20323,P11,5
7977,R20324,P12,1
7978,R20325,P13,1
7979,R20326,P14,1
7980,R20327,P15,2
7981,R20328,P16,5
7982,R20329,P17,1
7983,R20330,P18,1
7984,R20331,P19,3
7985,R20332,P9,1
7986,R20333,P10,1
7987,R20334,P11,3
7988,R20335,P12,1
7989,R20336,P13,5
7990,R20337,P14,5
7991,R20338,P15,3
7992,R20339,P16,1
7993,R20340,P17,5
7994,R20341,P18,2
7995,R20342,P19,5
7996,R20343,P9,1
7997,R20344,P10,5
7998,R20345,P11,1
7999,R20346,P12,2
8000,R20347,P13,3
8001,R20348,P14,3
8002,R20349,P15,1
8003,R20350,P16,5
8004,R20351,P17,2
8005,R20352,P18,3
8006,R20353,P19,1
8007,R20354,P9,3
8008,R20355,P10,1
8009,R20356,P11,1
8010,R20357,P12,5
8011,R20358,P13,3
8012,R20359,P14,1
8013,R20360,P15,3
8014,R20361,P16,2
8015,R20362,P17,1
8016,R20363,P18,5
8017,R20364,P19,5
8018,R20365,P9,5
8019,R20366,P10,1
8020,R20367,P11,1
8021,R20368,P12,2
8022,R20369,P13,2
8023,R20370,P14,2
8024,R20371,P15,1
8025,R20372,P16,5
8026,R20373,P17,5
8027,R20374,P18,1
8028,R20375,P19,3
8029,R20376,P9,1
8030,R20377,P10,3
8031,R20378,P11,1
8032,R20379,P12,3
8033,R20380,P13,5
8034,R20381,P14,2
8035,R20382,P15,3
8036,R20383,P16,3
8037,R20384,P17,5
8038,R20385,P18,1
8039,R20386,P19,1
8040,R20387,P9,3
8041,R20388,P10,1
8042,R20389,P11,3
8043,R20390,P12,2
8044,R20391,P13,5
8045,R20392,P14,1
8046,R20393,P15,2
8047,R20394,P16,2
8048,R20395,P17,1
8049,R20396,P18,1
8050,R20397,P19,2
8051,R20398,P9,1
8052,R20399,P10,2
8053,R20400,P11,2
8054,R20401,P12,2
8055,R20402,P13,1
8056,R20403,P14,5
8057,R20404,P15,5
8058,R20405,P16,2
8059,R20406,P17,1
8060,R20407,P18,1
8061,R20408,P19,3
8062,R20409,P9,5
8063,R20410,P10,2
8064,R20411,P11,2
8065,R20412,P12,2
8066,R20413,P13,1
8067,R20414,P14,5
8068,R20415,P15,1
8069,R20416,P16,5
8070,R20417,P17,3
8071,R20418,P18,1
8072,R20419,P19,1
8073,R20420,P9,5
8074,R20421,P10,5
8075,R20422,P11,1
8076,R20423,P12,5
8077,R20424,P13,1
8078,R20425,P14,2
8079,R20426,P15,3
8080,R20427,P16,2
8081,R20428,P17,1
8082,R20429,P18,3
8083,R20430,P19,5
8084,R20431,P9,2
8085,R20432,P10,5
8086,R20433,P11,1
8087,R20434,P12,2
8088,R20435,P13,2
8089,R20436,P14,2
8090,R20437,P15,5
8091,R20438,P16,3
8092,R20439,P17,5
8093,R20440,P18,3
8094,R20441,P19,1
8095,R20442,P9,2
8096,R20443,P10,5
8097,R20444,P11,2
8098,R20445,P12,2
8099,R20446,P13,5
8100,R20447,P14,1
8101,R20448,P15,3
8102,R20449,P16,2
8103,R20450,P17,5
8104,R20451,P18,5
8105,R20452,P19,2
8106,R20453,P9,1
8107,R20454,P10,2
8108,R20455,P11,5
8109,R20456,P12,1
8110,R20457,P13,1
8111,R20458,P14,1
8112,R20459,P15,5
8113,R20460,P16,5
8114,R20461,P17,3
8115,R20462,P18,5
8116,R20463,P19,1
8117,R20464,P9,2
8118,R20465,P10,2
8119,R20466,P11,5
8120,R20467,P12,5
8121,R20468,P13,1
8122,R20469,P14,1
8123,R20470,P15,3
8124,R20471,P16,1
8125,R20472,P17,3
8126,R20473,P18,5
8127,R20474,P19,1
8128,R20475,P9,1
8129,R20476,P10,5
8130,R20477,P11,3
8131,R20478,P12,3
8132,R20479,P13,1
8133,R20480,P14,3
8134,R20481,P15,3
8135,R20482,P16,2
8136,R20483,P17,5
8137,R20484,P18,1
8138,R20485,P19,1
8139,R20486,P9,1
8140,R20487,P10,1
8141,R20488,P11,5
8142,R20489,P12,1
8143,R20490,P13,1
8144,R20491,P14,2
8145,R20492,P15,1
8146,R20493,P16,5
8147,R20494,P17,1
8148,R20495,P18,2
8149,R20496,P19,1
8150,R20497,P9,5
8151,R20498,P10,3
8152,R20499,P11,2
8153,R20500,P12,2
8154,R20501,P13,5
8155,R20502,P14,5
8156,R20503,P15,1
8157,R20504,P16,1
8158,R20505,P17,3
8159,R20506,P18,1
8160,R20507,P19,5
8161,R20508,P9,3
8162,R20509,P10,1
8163,R20510,P11,1
8164,R20511,P12,5
8165,R20512,P13,2
8166,R20513,P14,3
8167,R20514,P15,1
8168,R20515,P16,3
8169,R20516,P17,5
8170,R20517,P18,2
8171,R20518,P19,5
8172,R20519,P9,1
8173,R20520,P10,5
8174,R20521,P11,5
8175,R20522,P12,5
8176,R20523,P13,2
8177,R20524,P14,5
8178,R20525,P15,2
8179,R20526,P16,1
8180,R20527,P17,2
8181,R20528,P18,3
8182,R20529,P19,1
8183,R20530,P9,1
8184,R20531,P10,5
8185,R20532,P11,1
8186,R20533,P12,3
8187,R20534,P13,1
8188,R20535,P14,2
8189,R20536,P15,5
8190,R20537,P16,3
8191,R20538,P17,5
8192,R20539,P18,1
8193,R20540,P19,1
8194,R20541,P9,5
8195,R20542,P10,1
8196,R20543,P11,3
8197,R20544,P12,2
8198,R20545,P13,5
8199,R20546,P14,3
8200,R20547,P15,1
8201,R20548,P16,5
8202,R20549,P17,1
8203,R20550,P18,1
8204,R20551,P19,1
8205,R20552,P9,5
8206,R20553,P10,1
8207,R20554,P11,2
8208,R20555,P12,3
8209,R20556,P13,1
8210,R20557,P14,3
8211,R20558,P15,3
8212,R20559,P16,2
8213,R20560,P17,5
8214,R20561,P18,5
8215,R20562,P19,1
8216,R20563,P9,1
8217,R20564,P10,3
8218,R20565,P11,1
8219,R20566,P12,1
8220,R20567,P13,2
8221,R20568,P14,3
8222,R20569,P15,2
8223,R20570,P16,1
8224,R20571,P17,1
8225,R20572,P18,1
8226,R20573,P19,3
8227,R20574,P9,3
8228,R20575,P10,5
8229,R20576,P11,3
8230,R20577,P12,2
8231,R20578,P13,3
8232,R20579,P14,1
8233,R20580,P15,3
8234,R20581,P16,2
8235,R20582,P17,3
8236,R20583,P18,2
8237,R20584,P19,1
8238,R20585,P9,2
8239,R20586,P10,2
8240,R20587,P11,3
8241,R20588,P12,3
8242,R20589,P13,5
8243,R20590,P14,3
8244,R20591,P15,1
8245,R20592,P16,5
8246,R20593,P17,1
8247,R20594,P18,1
8248,R20595,P19,3
8249,R20596,P9,1
8250,R20597,P10,5
8251,R20598,P11,5
8252,R20599,P12,5
8253,R20600,P13,1
8254,R20601,P14,5
8255,R20602,P15,1
8256,R20603,P16,2
8257,R20604,P17,1
8258,R20605,P18,1
8259,R20606,P19,3
8260,R20607,P9,5
8261,R20608,P10,5
8262,R20609,P11,1
8263,R20610,P12,5
8264,R20611,P13,1
8265,R20612,P14,1
8266,R20613,P15,3
8267,R20614,P16,5
8268,R20615,P17,5
8269,R20616,P18,1
8270,R20617,P19,1
8271,R20618,P9,1
8272,R20619,P10,2
8273,R20620,P11,1
8274,R20621,P12,1
8275,R20622,P13,3
8276,R20623,P14,3
8277,R20624,P15,5
8278,R20625,P16,3
8279,R20626,P17,3
8280,R20627,P18,1
8281,R20628,P19,2
8282,R20629,P9,1
8283,R20630,P10,5
8284,R20631,P11,1
8285,R20632,P12,1
8286,R20633,P13,5
8287,R20634,P14,2
8288,R20635,P15,1
8289,R20636,P16,3
8290,R20637,P17,3
8291,R20638,P18,1
8292,R20639,P19,5
8293,R20640,P9,3
8294,R20641,P10,2
8295,R20642,P11,3
8296,R20643,P12,2
8297,R20644,P13,5
8298,R20645,P14,1
8299,R20646,P15,2
8300,R20647,P16,5
8301,R20648,P17,2
8302,R20649,P18,1
8303,R20650,P19,2
8304,R20651,P9,1
8305,R20652,P10,2
8306,R20653,P11,1
8307,R20654,P12,1
8308,R20655,P13,1
8309,R20656,P14,1
8310,R20657,P15,3
8311,R20658,P16,3
8312,R20659,P17,1
8313,R20660,P18,2
8314,R20661,P19,1
8315,R20662,P9,1
8316,R20663,P10,3
8317,R20664,P11,5
8318,R20665,P12,5
8319,R20666,P13,3
8320,R20667,P14,2
8321,R20668,P15,3
8322,R20669,P16,1
8323,R20670,P17,3
8324,R20671,P18,2
8325,R20672,P19,5
8326,R20673,P9,5
8327,R20674,P10,5
8328,R20675,P11,1
8329,R20676,P12,1
8330,R20677,P13,1
8331,R20678,P14,3
8332,R20679,P15,2
8333,R20680,P16,2
8334,R20681,P17,5
8335,R20682,P18,1
8336,R20683,P19,1
8337,R20684,P9,3
8338,R20685,P10,3
8339,R20686,P11,2
8340,R20687,P12,3
8341,R20688,P13,1
8342,R20689,P14,1
8343,R20690,P15,1
8344,R20691,P16,1
8345,R20692,P17,2
8346,R20693,P18,1
8347,R20694,P19,1
8348,R20695,P9,3
8349,R20696,P10,2
8350,R20697,P11,1
8351,R20698,P12,5
8352,R20699,P13,1
8353,R20700,P14,2
8354,R20701,P15,2
8355,R20702,P16,1
8356,R20703,P17,2
8357,R20704,P18,5
8358,R20705,P19,5
8359,R20706,P9,1
8360,R20707,P10,1
8361,R20708,P11,2
8362,R20709,P12,2
8363,R20710,P13,3
8364,R20711,P14,2
8365,R20712,P15,5
8366,R20713,P16,2
8367,R20714,P17,2
8368,R20715,P18,5
8369,R20716,P19,1
8370,R20717,P9,5
8371,R20718,P10,1
8372,R20719,P11,5
8373,R20720,P12,1
8374,R20721,P13,2
8375,R20722,P14,5
8376,R20723,P15,1
8377,R20724,P16,1
8378,R20725,P17,5
8379,R20726,P18,2
8380,R20727,P19,1
8381,R20728,P9,2
8382,R20729,P10,1
8383,R20730,P11,1
8384,R20731,P12,1
8385,R20732,P13,2
8386,R20733,P14,1
8387,R20734,P15,2
8388,R20735,P16,1
8389,R20736,P17,1
8390,R20737,P18,1
8391,R20738,P19,3
8392,R20739,P9,1
8393,R20740,P10,2
8394,R20741,P11,2
8395,R20742,P12,1
8396,R20743,P13,2
8397,R20744,P14,3
8398,R20745,P15,2
8399,R20746,P16,1
8400,R20747,P17,5
8401,R20748,P18,2
8402,R20749,P19,5
8403,R20750,P9,2
8404,R20751,P10,3
8405,R20752,P11,1
8406,R20753,P12,2
8407,R20754,P13,1
8408,R20755,P14,3
8409,R20756,P15,5
8410,R20757,P16,1
8411,R20758,P17,3
8412,R20759,P18,1
8413,R20760,P19,5
8414,R20761,P9,3
8415,R20762,P10,2
8416,R20763,P11,2
8417,R20764,P12,2
8418,R20765,P13,2
8419,R20766,P14,1
8420,R20767,P15,2
8421,R20768,P16,1
8422,R20769,P17,3
8423,R20770,P18,2
8424,R20771,P19,1
8425,R20772,P9,1
8426,R20773,P10,1
8427,R20774,P11,3
8428,R20775,P12,2
8429,R20776,P13,3
8430,R20777,P14,5
8431,R20778,P15,2
8432,R20779,P16,1
8433,R20780,P17,1
8434,R20781,P18,5
8435,R20782,P19,2
8436,R20783,P9,3
8437,R20784,P10,1
8438,R20785,P11,1
8439,R20786,P12,5
8440,R20787,P13,2
8441,R20788,P14,1
8442,R20789,P15,5
8443,R20790,P16,1
8444,R20791,P17,2
8445,R20792,P18,1
8446,R20793,P19,3
8447,R20794,P9,2
8448,R20795,P10,1
8449,R20796,P11,2
8450,R20797,P12,1
8451,R20798,P13,5
8452,R20799,P14,1
8453,R20800,P15,2
8454,R20801,P16,1
8455,R20802,P17,1
8456,R20803,P18,3
8457,R20804,P19,1
8458,R20805,P9,1
8459,R20806,P10,5
8460,R20807,P11,2
8461,R20808,P12,2
8462,R20809,P13,5
8463,R20810,P14,5
8464,R20811,P15,5
8465,R20812,P16,5
8466,R20813,P17,5
8467,R20814,P18,3
8468,R20815,P19,2
8469,R20816,P9,1
8470,R20817,P10,3
8471,R20818,P11,1
8472,R20819,P12,3
8473,R20820,P13,3
8474,R20821,P14,2
8475,R20822,P15,1
8476,R20823,P16,5
8477,R20824,P17,3
8478,R20825,P18,2
8479,R20826,P19,2
8480,R20827,P9,1
8481,R20828,P10,5
8482,R20829,P11,2
8483,R20830,P12,3
8484,R20831,P13,1
8485,R20832,P14,1
8486,R20833,P15,1
8487,R20834,P16,3
8488,R20835,P17,5
8489,R20836,P18,2
8490,R20837,P19,5
8491,R20838,P9,1
8492,R20839,P10,1
8493,R20840,P11,3
8494,R20841,P12,2
8495,R20842,P13,3
8496,R20843,P14,1
8497,R20844,P15,5
8498,R20845,P16,1
8499,R20846,P17,5
8500,R20847,P18,3
8501,R20848,P19,5
8502,R20849,P9,5
8503,R20850,P10,1
8504,R20851,P11,1
8505,R20852,P12,2
8506,R20853,P13,1
8507,R20854,P14,5
8508,R20855,P15,5
8509,R20856,P16,5
8510,R20857,P17,1
8511,R20858,P18,1
8512,R20859,P19,1
8513,R20860,P9,1
8514,R20861,P10,1
8515,R20862,P11,1
8516,R20863,P12,3
8517,R20864,P13,5
8518,R20865,P14,2
8519,R20866,P15,5
8520,R20867,P16,3
8521,R20868,P17,5
8522,R20869,P18,2
8523,R20870,P19,2
8524,R20871,P9,1
8525,R20872,P10,1
8526,R20873,P11,2
8527,R20874,P12,1
8528,R20875,P13,3
8529,R20876,P14,2
8530,R20877,P15,3
8531,R20878,P16,1
8532,R20879,P17,2
8533,R20880,P18,5
8534,R20881,P19,2
8535,R20882,P9,1
8536,R20883,P10,1
8537,R20884,P11,3
8538,R20885,P12,3
8539,R20886,P13,5
8540,R20887,P14,2
8541,R20888,P15,3
8542,R20889,P16,1
8543,R20890,P17,1
8544,R20891,P18,1
8545,R20892,P19,2
8546,R20893,P9,1
8547,R20894,P10,2
8548,R20895,P11,1
8549,R20896,P12,2
8550,R20897,P13,5
8551,R20898,P14,5
8552,R20899,P15,3
8553,R20900,P16,1
8554,R20901,P17,1
8555,R20902,P18,1
8556,R20903,P19,2
8557,R20904,P9,3
8558,R20905,P10,1
8559,R20906,P11,1
8560,R20907,P12,2
8561,R20908,P13,1
8562,R20909,P14,1
8563,R20910,P15,1
8564,R20911,P16,1
8565,R20912,P17,5
8566,R20913,P18,1
8567,R20914,P19,3
8568,R20915,P9,1
8569,R20916,P10,1
8570,R20917,P11,3
8571,R20918,P12,3
8572,R20919,P13,2
8573,R20920,P14,1
8574,R20921,P15,5
8575,R20922,P16,2
8576,R20923,P17,3
8577,R20924,P18,3
8578,R20925,P19,1
8579,R20926,P9,3
8580,R20927,P10,3
8581,R20928,P11,1
8582,R20929,P12,3
8583,R20930,P13,1
8584,R20931,P14,5
8585,R20932,P15,1
8586,R20933,P16,5
8587,R20934,P17,2
8588,R20935,P18,1
8589,R20936,P19,5
8590,R20937,P9,1
8591,R20938,P10,3
8592,R20939,P11,3
8593,R20940,P12,2
8594,R20941,P13,1
8595,R20942,P14,2
8596,R20943,P15,5
8597,R20944,P16,5
8598,R20945,P17,3
8599,R20946,P18,1
8600,R20947,P19,5
8601,R20948,P9,1
8602,R20949,P10,1
8603,R20950,P11,5
8604,R20951,P12,3
8605,R20952,P13,1
8606,R20953,P14,2
8607,R20954,P15,1
8608,R20955,P16,1
